id,"Suit Obsession/Color","Graphics","Scrawls","Phase","Obsession","Specialty","Vibes","Location","Headgear Accessory","Accessory","Totem","Creature/Plant","Suit","Sanity","Headgear","Looks Rare","Ambition","Bane","Mood","Desire","Graphic","Suit Style/Color","Suit Accessory","Backpack","Style"
0726,"Solid","Cove Stalkers","None","Phase 1","None","None","None","Scablands","None","Chainflicker","None","None","Vayon Worksuit","None","Sock","None","None","None","None","None","None","None","Encased Regulator","Squirrel Pack","None"
0727,"Cap Flag","Saddler Racing League","None","Phase 1","None","None","None","Scablands","None","The Nozzle","None","None","Smocker","None","The Channelrat","Pistols","None","None","None","None","None","None","None","None","None"
0728,"Solid","Gael","None","Phase 1","None","None","None","Scablands","None","Faulk's Icepick","None","None","Gutter Shirt","None","Sock","None","None","None","None","None","None","None","Heavy Duty Regulator","The Sink","None"
0729,"Solid","Lethal","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Gutter Shirt","None","The Channelrat","Pistols","None","None","None","None","None","None","Encased Regulator","The Sink","None"
0073,"Camouflage","Union of Merchants","None","Phase 1","None","None","None","Scablands","None","Faulk's Icepick","None","None","Prongshell","None","Yawper","None","None","None","None","None","None","None","None","None","None"
0730,"Solid","Cog Crew","None","Phase 1","None","None","None","Scablands","None","Steady Hammer","None","None","Smocker","None","Korkhead","None","None","None","None","None","None","None","Amplifier","Bobpack","None"
0731,"Solid","Beshtala Expatriation Roster","None","Phase 1","None","None","None","Scablands","None","Thruster","None","None","Gutter Shirt","None","The Clincher","None","None","None","None","None","None","None","Heavy Duty Regulator","Caddypack","None"
0732,"Solid","Mol Bon Tunnel","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Vayon Worksuit","None","Baghead x Bincal","Gastrotech","None","None","None","None","None","None","Disc Regulator","Squirrel Pack","None"
0733,"Solid","Venonauts","None","Phase 1","None","None","None","Scablands","None","The Spunker","None","None","Gutter Shirt","None","Clincher x Bincal","Gastrotech","None","None","None","None","None","None","Encased Regulator","The Sink","None"
0734,"Solid","Free Fringe","None","Phase 1","None","None","None","Scablands","None","Hull Breacher","None","None","Gutter Shirt","None","Baghead x Bincal","Gastrotech","None","None","None","None","None","None","Encased Regulator","Bobpack","None"
0735,"Rust","Carver","None","Phase 1","None","None","None","Scablands","None","Faulk's Icepick","None","None","Platemail","None","The Channelrat","None","None","None","None","None","None","None","Industrial Regulator","Bobpack","None"
0736,"Rust","Beshtala Expatriation Roster","None","Phase 1","None","None","None","Scablands","None","The Nozzle","None","None","Platemail","None","Sock x Charybdis","Gastrotech","None","None","None","None","None","None","None","Caddypack","None"
0737,"Solid","Ji","None","Phase 1","None","None","None","Scablands","None","Chainflicker","None","None","Vayon Worksuit","None","Baghead","None","None","None","None","None","None","None","Heavy Duty Regulator","The Sink","None"
0738,"Cap Flag","Roving Terror","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Smocker","None","Dohead (Pejorative)","Tribal","None","None","None","None","None","None","None","Scrapper","None"
0739,"Camouflage","League of Channel","None","Phase 1","None","None","None","Scablands","Eye Patch","Candlestick","None","None","Prongshell","None","The Saav","Gastrotech","None","None","None","None","None","None","None","The Sink","None"
0074,"Solid","Free Fringe","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Vayon Worksuit","None","Baghead","Pistols","None","None","None","None","None","None","Heavy Duty Regulator","The Sink","None"
0740,"Solid","Survivalist Guild","None","Phase 1","None","None","None","Scablands","None","The Slipper","None","None","Gutter Shirt","None","Dohead (Pejorative)","Tribal","None","None","None","None","None","None","Encased Regulator","Bobpack","None"
0741,"Solid","Venonauts","None","Phase 1","None","None","None","The Blue","None","Hull Breacher","None","None","Grounder Pounder","None","Muckface","Gastrotech","None","None","None","None","None","None","None","None","None"
0742,"Solid","Survivalist Guild","None","Phase 1","None","None","None","Scablands","None","Soapy","None","None","Vayon Worksuit","None","Baghead","None","None","None","None","None","None","None","Utility Vest","The Sink","None"
0743,"Solid","Deepsatch","None","Phase 1","None","None","None","Scablands","None","Cream Steamer","None","None","Vayon Worksuit","None","Backstab Squeezebox","Junkyard-built","None","None","None","None","None","None","None","Squirrel Pack","None"
0744,"Solid","The Man Earlie Expeditionary Society","None","Phase 1","None","None","None","Scablands","None","Thruster","None","None","Kreegal Cloak","None","Backstab Squeezebox","None","None","None","None","None","None","None","Industrial Regulator","Bobpack","None"
0745,"Solid","The Pyramid Order","None","Phase 1","None","None","None","Scablands","Specs","Candlestick","None","None","Smocker","None","None","Pistols","None","None","None","None","None","None","None","Bobpack","None"
0746,"Solid","Survivalist Guild","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Grounder Pounder","None","Clincher x Bincal","Gastrotech","None","None","None","None","None","None","None","None","None"
0747,"Cap Flag","Dark Ether House","None","Phase 1","None","None","None","Scablands","None","The Nozzle","None","None","Smocker","None","The Channelrat","Pistols","None","None","None","None","None","None","None","None","None"
0748,"Cap Flag","Mol Bon Tunnel","None","Phase 1","None","None","None","Scablands","None","The Nozzle","None","None","Smocker","None","Darksight","Tribal","None","None","None","None","None","None","Encased Regulator","Bobpack","None"
0749,"Solid","The Bench","None","Phase 1","None","None","None","Scablands","None","Cream Steamer","None","None","Vayon Worksuit","None","None","Junkyard-built","None","None","None","None","None","None","Encased Regulator","The Sink","None"
0075,"Solid","Hyperspec","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Kreegal Cloak","None","Backstab Squeezebox","Pistols","None","None","None","None","None","None","Industrial Regulator","Squirrel Pack","None"
0750,"Solid","Survivalist Guild","None","Phase 1","None","None","None","Scablands","None","Cream Steamer","None","None","Kreegal Cloak","None","Astromask","Tribal","None","None","None","None","None","None","Disc Regulator","Scrapper","None"
0751,"Solid","The Path","None","Phase 1","None","None","None","Scablands","Cageyes","Faulk's Icepick","None","None","Grounder Pounder","None","None","Tribal","None","None","None","None","None","None","None","None","None"
0752,"Solid","Cog Crew","None","Phase 1","None","None","None","Scablands","None","Soapy","None","None","Vayon Worksuit","None","Backstab Squeezebox","None","None","None","None","None","None","None","Encased Regulator","Bobpack","None"
0753,"Solid","Carver","None","Phase 1","None","None","None","Scablands","None","The Spunker","None","None","Kreegal Cloak","None","The Channelrat","None","None","None","None","None","None","None","None","None","None"
0754,"Solid","The Forsaken","None","Phase 1","None","None","None","Scablands","None","Bolt Harp","None","None","Smocker","None","Astromask","Tribal","None","None","None","None","None","None","Amplifier","The Sink","None"
0755,"Solid","The Path","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Smocker","None","None","Pistols","None","None","None","None","None","None","Encased Regulator","Squirrel Pack","None"
0756,"Solid","Glass Womb","None","Phase 1","None","None","None","Scablands","None","Hull Breacher","None","None","Vayon Worksuit","None","Korkhead","None","None","None","None","None","None","None","Utility Vest","Caddypack","None"
0757,"Solid","Deepsatch","None","Phase 1","None","None","None","Scablands","None","The Shriek","None","None","Grounder Pounder","None","Korkhead","None","None","None","None","None","None","None","None","Bobpack","None"
0758,"Solid","Survivalist Guild","None","Phase 1","None","None","None","Scablands","None","Bolt Harp","None","None","Prongshell","None","Korkhead","None","None","None","None","None","None","None","None","Bobpack","None"
0759,"Cap Flag","Mark Stay","None","Phase 1","None","None","None","Scablands","None","Wedge","None","None","Smocker","None","The Channelrat","None","None","None","None","None","None","None","Amplifier","Squirrel Pack","None"
0076,"Solid","Roving Terror","None","Phase 1","None","None","None","Scablands","None","Cove Carver","None","None","Kreegal Cloak","None","The Clincher","Pistols","None","None","None","None","None","None","None","Squirrel Pack","None"
0760,"Solid","Margul","None","Phase 1","None","None","None","Scablands","None","Roulette","None","None","Gutter Shirt","None","Darksight","Tribal","None","None","None","None","None","None","Heavy Duty Regulator","Squirrel Pack","None"
0761,"Solid","Union of Merchants","None","Phase 1","None","None","None","Scablands","None","The Spunker","None","None","Vayon Worksuit","None","Yawper","None","None","None","None","None","None","None","Disc Regulator","The Sink","None"
0762,"Solid","The Pyramid Order","None","Phase 1","None","None","None","Scablands","Cageyes","Candlestick","None","None","Kreegal Cloak","None","None","Tribal","None","None","None","None","None","None","None","Caddypack","None"
0763,"None","None","None","Phase 1","None","None","None","Scablands","None","None","None","None","None","Compromised","None","Legendary","None","None","None","None","None","None","None","None","None"
0764,"Cap Flag","Grid Gang","None","Phase 1","None","None","None","Scablands","None","The Nozzle","None","None","Smocker","None","The Channelrat","Pistols","None","None","None","None","None","None","Amplifier","Bobpack","None"
0765,"Grasslands","Ji","None","Phase 1","None","None","None","Scablands","Eye Patch","Thruster","None","None","Smocker","None","Bincal Mouth Machine","Gastrotech","None","None","None","None","None","None","Encased Regulator","The Sink","None"
0766,"Solid","The Borsch Conservatory of Gastrotechs","None","Phase 1","None","None","None","Scablands","None","Chainflicker","None","None","Vayon Worksuit","None","Baghead","None","None","None","None","None","None","None","Encased Regulator","Bobpack","None"
0767,"Solid","Mercenary","None","Phase 1","None","None","None","Scablands","None","The Spunker","None","None","Grounder Pounder","None","The Channelrat","None","None","None","None","None","None","None","None","Caddypack","None"
0768,"Solid","Survivalist Guild","None","Phase 1","None","None","None","Scablands","None","Bolt Harp","None","None","Gutter Shirt","None","Baghead","None","None","None","None","None","None","None","Encased Regulator","The Sink","None"
0769,"Solid","Subsurface Miners Guild","None","Phase 1","None","None","None","Scablands","None","Hull Breacher","None","None","Gutter Shirt","None","Korkhead","None","None","None","None","None","None","None","None","Bobpack","None"
0077,"Grasslands","Survivalist Guild","None","Phase 1","None","None","None","Scablands","None","Roulette","None","None","Smocker","None","Darksight","Tribal","None","None","None","None","None","None","Encased Regulator","Bobpack","None"
0770,"Solid","Freebooters Flag","None","Phase 1","None","None","None","Scablands","None","Roulette","None","None","Smocker","None","Backstab Squeezebox","None","None","None","None","None","None","None","Amplifier","Bobpack","None"
0771,"Solid","Slash Patcher","None","Phase 1","None","None","None","Scablands","None","The Spunker","None","None","Kreegal Cloak","None","Yawper","None","None","None","None","None","None","None","Disc Regulator","Squirrel Pack","None"
0772,"Solid","Ji","None","Phase 1","None","None","None","Scablands","None","Thruster","None","None","Grounder Pounder","None","Good King Maude","None","None","None","None","None","None","None","None","None","None"
0773,"Cap Flag","League of Channel","None","Phase 1","None","None","None","Scablands","Specs","Wedge","None","None","Smocker","None","None","None","None","None","None","None","None","None","Heavy Duty Regulator","Squirrel Pack","None"
0774,"Solid","No Damage","None","Phase 1","None","None","None","Scablands","Eye Patch","Candlestick","None","None","Kreegal Cloak","None","None","Pistols","None","None","None","None","None","None","Encased Regulator","Caddypack","None"
0775,"Solid","The Man Earlie Expeditionary Society","None","Phase 1","None","None","None","Scablands","None","Soaker","None","None","Kreegal Cloak","None","Backstab Squeezebox","Junkyard-built","None","None","None","None","None","None","Industrial Regulator","Squirrel Pack","None"
0776,"Cap Flag","Ji","None","Phase 1","None","None","None","Scablands","Specs","Candlestick","None","None","Smocker","None","None","Pistols","None","None","None","None","None","None","Amplifier","Squirrel Pack","None"
0777,"Cap Flag","Cove Stalkers","None","Phase 1","None","None","None","Scablands","None","Bolt Harp","None","None","Smocker","None","The Channelrat","Percussive","None","None","None","None","None","None","Amplifier","Scrapper","None"
0778,"Solid","Beshtala Expatriation Roster","Yes","Phase 1","None","None","None","Scablands","None","The (Fat) Koltso","None","None","Gutter Shirt","None","Sock","Percussive","None","None","None","None","None","None","Encased Regulator","Scrapper","None"
0779,"Solid","The Bench","None","Phase 1","None","None","None","Scablands","None","Thruster","None","None","Smocker","None","Boxhead","None","None","None","None","None","None","None","None","The Sink","None"
0078,"Solid","Round Style","None","Phase 1","None","None","None","Scablands","None","Hull Breacher","None","None","Gutter Shirt","None","Backstab Squeezebox","None","None","None","None","None","None","None","None","Bobpack","None"
0780,"Solid","Mark Stay","None","Phase 1","None","None","None","Scablands","None","Thruster","None","None","Vayon Worksuit","None","Yawper","Percussive","None","None","None","None","None","None","Disc Regulator","Scrapper","None"
0781,"None","None","None","Phase 1","None","None","Chill AF","Scablands","None","None","None","None","None","None","None","Legendary","None","None","None","None","None","None","None","None","None"
0782,"Solid","Lethal","None","Phase 1","None","None","None","Scablands","None","Wedge","None","None","Gutter Shirt","None","Baghead x Bincal","Gastrotech","None","None","None","None","None","None","Heavy Duty Regulator","The Sink","None"
0783,"Solid","Cross of the Round Style","None","Phase 1","None","None","None","Scablands","None","Trunker","None","None","Smocker","None","Darksight","Tribal","None","None","None","None","None","None","Amplifier","Bobpack","None"
0784,"Solid","Void Drifter","None","Phase 1","None","None","None","Scablands","None","Soapy","None","None","Kreegal Cloak","None","The Channelrat","None","None","None","None","None","None","None","Industrial Regulator","The Sink","None"
0785,"Solid","Margul","None","Phase 1","None","None","None","Scablands","None","Trunker","None","None","Vayon Worksuit","None","Gloamwight","Percussive","None","None","None","None","None","None","Disc Regulator","Bobpack","None"
0786,"Rust","Combustible","None","Phase 1","None","None","None","Scablands","None","Steady Hammer","None","None","Platemail","None","Soup Gagers","None","None","None","None","None","None","None","None","Squirrel Pack","None"
0787,"Solid","The Transcendentalists","None","Phase 1","None","None","None","Scablands","None","Soapy","None","None","Vayon Worksuit","None","Clincher x Bincal","Gastrotech","None","None","None","None","None","None","Heavy Duty Regulator","The Sink","None"
0788,"Solid","Survivalist Guild","None","Phase 1","None","None","None","Scablands","None","Cream Steamer","None","None","Vayon Worksuit","None","Baghead","Junkyard-built","None","None","None","None","None","None","Disc Regulator","The Sink","None"
0789,"Solid","The Bench","None","Phase 1","None","None","None","Scablands","Specs","The Slipper","None","None","Fursuit","None","Bincal Mouth Machine","Gastrotech","None","None","None","None","None","None","None","None","None"
0079,"Solid","Machinist Social Club","None","Phase 1","None","None","None","Scablands","Specs","Wedge","None","None","Vayon Worksuit","None","None","None","None","None","None","None","None","None","Heavy Duty Regulator","Bobpack","None"
0790,"Solid","Gael","None","Phase 1","None","None","None","Scablands","None","Roulette","None","None","Pitchfork Prongshell","None","The Channelrat","None","None","None","None","None","None","None","None","None","None"
0791,"Cap Flag","Combustible","None","Phase 1","None","None","None","Scablands","None","The Slipper","None","None","Smocker","None","The Channelrat","Melee","None","None","None","None","None","None","Heavy Duty Regulator","Bobpack","None"
0792,"Grasslands","Cog Crew","None","Phase 1","None","None","None","Scablands","None","Cream Steamer","None","None","Smocker","None","Backstab Squeezebox","Junkyard-built","None","None","None","None","None","None","Encased Regulator","The Sink","None"
0793,"Solid","No Damage","None","Phase 1","None","None","None","Scablands","Driftcore Shades","Thruster","None","None","Grounder Pounder","None","None","None","None","None","None","None","None","None","None","Squirrel Pack","None"
0794,"Solid","Grid Gang","None","Phase 1","None","None","None","Scablands","None","Round Foot","None","None","Gutter Shirt","None","Darksight","Tribal","None","None","None","None","None","None","Encased Regulator","Caddypack","None"
0795,"Solid","Hyperspec","None","Phase 1","None","None","None","Scablands","None","Hull Breacher","None","None","Grounder Pounder","None","Backstab Squeezebox","None","None","None","None","None","None","None","None","None","None"
0796,"Solid","Void Drifter","None","Phase 1","None","None","None","Scablands","None","Bolt Harp","None","None","Pitchfork Prongshell","None","Gloamwight","Percussive","None","None","None","None","None","None","None","The Sink","None"
0797,"Solid","Venonauts","Yes","Phase 1","None","None","None","Scablands","None","The (Fat) Koltso","None","None","Vayon Worksuit","None","Baghead","None","None","None","None","None","None","None","Disc Regulator","Caddypack","None"
0798,"Cap Flag","Ji","None","Phase 1","None","None","None","Scablands","Cageyes","The Nozzle","None","None","Smocker","None","Bincal Mouth Machine","Gastrotech","None","None","None","None","None","None","None","Scrapper","None"
0799,"Solid","Mol Bon Tunnel","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Vayon Worksuit","None","Dohead (Pejorative)","Tribal","None","None","None","None","None","None","None","The Sink","None"
0008,"Solid","Roving Terror","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Kreegal Cloak","None","Dohead (Pejorative)","Tribal","None","None","None","None","None","None","Disc Regulator","The Sink","None"
0080,"Cap Flag","Void Drifter","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","Fane","Smocker","None","Gloamwight","Percussive","None","None","None","None","None","None","None","Plant Buddy","None"
0800,"Solid","Topography Society","None","Phase 1","None","None","None","Scablands","Specs","The Slipper","None","None","Prongshell","None","None","Melee","None","None","None","None","None","None","None","Squirrel Pack","None"
0801,"Solid","Orbital Miners Guild","None","Phase 1","None","None","None","Scablands","None","Hull Breacher","None","None","Prongshell","None","Korkhead","None","None","None","None","None","None","None","None","None","None"
0802,"Solid","Hyperspec","None","Phase 1","None","None","None","Scablands","None","Round Foot","None","None","Smocker","None","Korkhead","None","None","None","None","None","None","None","Amplifier","Squirrel Pack","None"
0803,"Solid","Lethal","None","Phase 1","None","None","None","Scablands","None","The Shriek","None","None","Vayon Worksuit","None","Sock x Charybdis","Gastrotech","None","None","None","None","None","None","Heavy Duty Regulator","The Sink","None"
0804,"Solid","Mesmegraph","None","Phase 1","None","None","None","Scablands","None","Hull Breacher","None","None","Kreegal Cloak","None","Korkhead","None","None","None","None","None","None","None","Industrial Regulator","The Sink","None"
0805,"Solid","Carver","Yes","Phase 1","None","None","None","Scablands","None","The (Fat) Koltso","None","None","Vayon Worksuit","None","Baghead","None","None","None","None","None","None","None","Encased Regulator","Caddypack","None"
0806,"Cap Flag","Dugall Freight","None","Phase 1","None","None","None","Scablands","None","Round Foot","None","None","Smocker","None","Korkhead","None","None","None","None","None","None","None","Encased Regulator","Squirrel Pack","None"
0807,"Solid","Survivalist Guild","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Gutter Shirt","None","Baghead x Bincal","Gastrotech","None","None","None","None","None","None","Encased Regulator","Squirrel Pack","None"
0808,"Solid","Mol Bon Tunnel","None","Phase 1","None","None","None","Scablands","None","Everdull Snippies","None","None","Vayon Worksuit","None","Baghead","None","None","None","None","None","None","None","Heavy Duty Regulator","Bobpack","None"
0809,"Solid","Venonauts","None","Phase 1","None","None","None","Scablands","None","Hull Breacher","None","None","Vayon Worksuit","None","Baghead x Bincal","Gastrotech","None","None","None","None","None","None","Disc Regulator","Scrapper","None"
0081,"Solid","The Path","None","Phase 1","None","None","None","Scablands","None","Hull Breacher","None","None","Kreegal Cloak","None","Boxhead","None","None","None","None","None","None","None","Encased Regulator","Caddypack","None"
0810,"Solid","Topography Society","None","Phase 1","None","None","None","Scablands","Eye Patch","The Nozzle","None","None","Fursuit","None","Bincal Mouth Machine","Gastrotech","None","None","None","None","None","None","None","None","None"
0811,"Rust","Dark Ether House","None","Phase 1","None","None","None","Scablands","None","Thruster","None","None","Platemail","None","Yawper","None","None","None","None","None","None","None","Amplifier","Squirrel Pack","None"
0812,"Grasslands","Free Fringe","None","Phase 1","None","None","None","Scablands","None","Faulk's Icepick","None","None","Smocker","None","Astromask","Tribal","None","None","None","None","None","None","None","None","None"
0813,"Solid","Margul","None","Phase 1","None","None","None","Scablands","None","Cream Steamer","None","None","Kreegal Cloak","None","Gloamwight","Percussive","None","None","None","None","None","None","None","None","None"
0814,"Cap Flag","Dark Ether House","None","Phase 1","None","None","None","Scablands","None","Round Foot","None","None","Smocker","None","Soup Gagers","None","None","None","None","None","None","None","None","None","None"
0815,"Solid","Saddler Racing League","None","Phase 1","None","None","None","Scablands","None","The Spunker","None","None","Gutter Shirt","None","Yawper","None","None","None","None","None","None","None","None","None","None"
0816,"Grasslands","Survivalist Guild","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Smocker","None","Dohead (Pejorative)","Tribal","None","None","None","None","None","None","Heavy Duty Regulator","Squirrel Pack","None"
0817,"Solid","The Transcendentalists","None","Phase 1","None","None","None","Scablands","Eye Patch","Cove Carver","None","None","Vayon Worksuit","None","Charybdis","Gastrotech","None","None","None","None","None","None","None","Bobpack","None"
0818,"Solid","Machinist Social Club","None","Phase 1","None","None","None","Scablands","Driftcore Shades","Soapy","None","None","Kreegal Cloak","None","The Saav","Gastrotech","None","None","None","None","None","None","None","Squirrel Pack","None"
0819,"Solid","Union of Merchants","None","Phase 1","None","None","None","Scablands","None","Cove Carver","None","None","Gutter Shirt","None","Sock","Pistols","None","None","None","None","None","None","None","Bobpack","None"
0082,"Solid","Survivalist Guild","None","Phase 1","None","None","None","Scablands","None","Thruster","None","None","Vayon Worksuit","None","Dohead (Pejorative)","Tribal","None","None","None","None","None","None","Heavy Duty Regulator","Scrapper","None"
0820,"Cap Flag","Cove Stalkers","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Smocker","None","Deathshead","Percussive","None","None","None","None","None","None","Amplifier","Bobpack","None"
0821,"Solid","The Forsaken","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Vayon Worksuit","None","Baghead","Pistols","None","None","None","None","None","None","Heavy Duty Regulator","Squirrel Pack","None"
0822,"Solid","Venonauts","None","Phase 1","None","None","None","Scablands","Cageyes","Bolt Harp","None","None","Kreegal Cloak","None","The Saav","Gastrotech","None","None","None","None","None","None","Disc Regulator","Caddypack","None"
0823,"Solid","Topography Society","None","Phase 1","None","None","None","Scablands","None","Hull Breacher","None","None","Vayon Worksuit","None","Boxhead","None","None","None","None","None","None","None","Utility Vest","Bobpack","None"
0824,"Solid","Union of Merchants","None","Phase 1","None","None","None","Scablands","None","Bolt Harp","None","None","Kreegal Cloak","None","Clincher x Bincal","Gastrotech","None","None","None","None","None","None","None","Scrapper","None"
0825,"Grasslands","Gael","None","Phase 1","None","None","None","Scablands","None","Cove Carver","None","None","Smocker","None","The Channelrat","Pistols","None","None","None","None","None","None","None","Caddypack","None"
0826,"Cap Flag","High Tox","None","Phase 1","None","None","None","Scablands","None","Everdull Snippies","None","None","Smocker","None","The Scaper","None","None","None","None","None","None","None","Heavy Duty Regulator","The Sink","None"
0827,"Solid","Subsurface Miners Guild","None","Phase 1","None","None","None","Scablands","None","Hull Breacher","None","None","Grounder Pounder","None","The Scaper","None","None","None","None","None","None","None","None","Squirrel Pack","None"
0828,"Solid","Saddler Racing League","None","Phase 1","None","None","None","Scablands","None","The Slipper","None","None","Pitchfork Prongshell","None","The Clincher","Melee","None","None","None","None","None","None","None","None","None"
0829,"Solid","No Damage","None","Phase 1","None","None","None","Scablands","None","Soapy","None","None","Grounder Pounder","None","Good King Maude","None","None","None","None","None","None","None","None","None","None"
0083,"Solid","Combustible","None","Phase 1","None","None","None","Scablands","None","Trunker","None","None","Vayon Worksuit","None","The Clincher","None","None","None","None","None","None","None","Disc Regulator","Caddypack","None"
0830,"Grasslands","Mercenary","None","Phase 1","None","None","None","Scablands","None","The Slipper","None","None","Smocker","None","Yawper","Melee","None","None","None","None","None","None","Encased Regulator","The Sink","None"
0831,"Solid","Orbital Miners Guild","None","Phase 1","None","None","None","Scablands","None","Hull Breacher","None","None","Vayon Worksuit","None","Korkhead","None","None","None","None","None","None","None","Heavy Duty Regulator","Squirrel Pack","None"
0832,"Solid","Orbital Miners Guild","Yes","Phase 1","None","None","None","Scablands","None","The (Fat) Koltso","None","None","Smocker","None","Rustler's Braincage","None","None","None","None","None","None","None","Encased Regulator","Bobpack","None"
0833,"Solid","Mol Bon Tunnel","None","Phase 1","None","None","None","Scablands","None","The Nozzle","None","None","Gutter Shirt","None","Darksight","Tribal","None","None","None","None","None","None","Heavy Duty Regulator","Caddypack","None"
0834,"Solid","High Tox","None","Phase 1","None","None","None","Scablands","None","Bolt Harp","None","None","Pitchfork Prongshell","None","Boxhead","None","None","None","None","None","None","None","None","The Sink","None"
0835,"Solid","Combustible","None","Phase 1","None","None","None","Scablands","None","The Nozzle","None","None","Gutter Shirt","None","Sock","Pistols","None","None","None","None","None","None","None","Bobpack","None"
0836,"Solid","The Path","None","Phase 1","None","None","None","Scablands","Cageyes","Thruster","None","None","Grounder Pounder","None","The Saav","Gastrotech","None","None","None","None","None","None","None","None","None"
0837,"Solid","Subsurface Miners Guild","None","Phase 1","None","None","None","Scablands","None","Steady Hammer","None","None","Smocker","None","The Scaper","None","None","None","None","None","None","None","None","Squirrel Pack","None"
0838,"Rust","Void Drifter","None","Phase 1","None","None","None","Scablands","None","Trunker","None","None","Platemail","None","Astromask","Tribal","None","None","None","None","None","None","Amplifier","Bobpack","None"
0839,"Solid","Gael","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Smocker","None","Yawper","Pistols","None","None","None","None","None","None","None","None","None"
0084,"Solid","Gael","None","Phase 1","None","None","None","Scablands","None","Faulk's Icepick","None","None","Kreegal Cloak","None","Dohead (Pejorative)","Tribal","None","None","None","None","None","None","None","Squirrel Pack","None"
0840,"Solid","Machinist Social Club","None","Phase 1","None","None","None","Scablands","None","The Slipper","None","None","Vayon Worksuit","None","Baghead x Bincal","Gastrotech","None","None","None","None","None","None","Heavy Duty Regulator","Scrapper","None"
0841,"Solid","Dugall Freight","None","Phase 1","None","None","None","Scablands","None","The Shriek","None","None","Smocker","None","Backstab Squeezebox","None","None","None","None","None","None","None","None","None","None"
0842,"Solid","Combustible","None","Phase 1","None","None","None","Scablands","None","Steady Hammer","None","None","Gutter Shirt","None","Sock x Charybdis","Gastrotech","None","None","None","None","None","None","Heavy Duty Regulator","The Sink","None"
0843,"Cap Flag","Topography Society","None","Phase 1","None","None","None","Scablands","None","The Slipper","None","None","Smocker","None","Boxhead","Melee","None","None","None","None","None","None","None","None","None"
0844,"Solid","Mol Bon Tunnel","None","Phase 1","None","None","None","The Blue","None","The Spunker","None","None","Smocker","None","Astromask","Tribal","None","None","None","None","None","None","None","Caddypack","None"
0845,"Solid","Cathedral","None","Phase 1","None","None","None","Scablands","None","Hull Breacher","None","None","Gutter Shirt","None","Baghead","None","None","None","None","None","None","None","None","None","None"
0846,"Cap Flag","Mol Bon Tunnel","None","Phase 1","None","None","None","Scablands","None","Faulk's Icepick","None","None","Smocker","None","Dohead (Pejorative)","Tribal","None","None","None","None","None","None","None","Scrapper","None"
0847,"Solid","Cross of the Round Style","Yes","Phase 1","None","None","None","Scablands","None","The (Fat) Koltso","None","None","Gutter Shirt","None","Gloamwight","Percussive","None","None","None","None","None","None","None","The Sink","None"
0848,"Solid","Lethal","None","Phase 1","None","None","None","Scablands","None","Reef Sweeper","None","None","Pitchfork Prongshell","None","The Channelrat","Melee","None","None","None","None","None","None","None","Scrapper","None"
0849,"Cap Flag","Orbital Miners Guild","None","Phase 1","None","None","None","Scablands","None","Round Foot","None","None","Smocker","None","Korkhead","None","None","None","None","None","None","None","None","Squirrel Pack","None"
0085,"Solid","Beshtala-Chanko","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","None","Vayon Worksuit","None","Backstab Squeezebox","Pistols","None","None","None","None","None","None","Encased Regulator","Squirrel Pack","None"
0850,"Solid","Lethal","None","Phase 1","None","None","None","Scablands","None","Roulette","None","None","Kreegal Cloak","None","Astromask","Tribal","None","None","None","None","None","None","Disc Regulator","Bobpack","None"
0851,"Cap Flag","Union of Merchants","None","Phase 1","None","None","None","Scablands","None","Bolt Harp","None","None","Smocker","None","Yawper","None","None","None","None","None","None","None","Amplifier","The Sink","None"
0852,"Solid","Ji","None","Phase 1","None","None","None","Scablands","Cageyes","The Nozzle","None","None","Gutter Shirt","None","The Saav","Gastrotech","None","None","None","None","None","None","Heavy Duty Regulator","Caddypack","None"
0853,"Solid","High Tox","None","Phase 1","None","None","None","Scablands","None","Soapy","None","None","Grounder Pounder","None","Boxhead","None","None","None","None","None","None","None","None","None","None"
0854,"Solid","Lethal","None","Phase 1","None","None","None","Scablands","None","Candlestick","None","Fane","Gutter Shirt","None","The Channelrat","Pistols","None","None","None","None","None","None","None","Plant Buddy","None"
0855,"Cap Flag","Gael","None","Phase 1","None","None","None","Scablands","None","Faulk's Icepick","None","None","Smocker","None","Dohead (Pejorative)","Tribal","None","None","None","None","None","None","None","Squirrel Pack","None"
